search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07, MIN_DEPTH=6
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 5
P3 sub-sub-shard: third prime factor = 13
progress: nodes=10,000,000 tested=7,784 found=0 n=50476408319621738622285 elapsed=28s
progress: nodes=20,000,000 tested=7,784 found=0 n=105301512323856078517755 elapsed=69s
progress: nodes=30,000,000 tested=7,784 found=0 n=161685089663621022314595 elapsed=110s
progress: nodes=40,000,000 tested=7,784 found=0 n=219086299591246118866185 elapsed=153s
progress: nodes=50,000,000 tested=7,784 found=0 n=277237412488504554408855 elapsed=196s
progress: nodes=60,000,000 tested=7,784 found=0 n=335987802522341397153765 elapsed=242s
progress: nodes=70,000,000 tested=7,784 found=0 n=395238552794778480548085 elapsed=288s
progress: nodes=80,000,000 tested=7,784 found=0 n=454913389647203975034885 elapsed=335s
progress: nodes=90,000,000 tested=7,784 found=0 n=514963743359417595822735 elapsed=380s
progress: nodes=100,000,000 tested=7,784 found=0 n=575343128360714238552105 elapsed=426s
progress: nodes=110,000,000 tested=7,784 found=0 n=636022659694635089546085 elapsed=471s
progress: nodes=120,000,000 tested=7,784 found=0 n=696973539385486174636305 elapsed=517s
progress: nodes=130,000,000 tested=7,784 found=0 n=758163768113579296703715 elapsed=566s
progress: nodes=140,000,000 tested=7,788 found=0 n=819587681962616984374035 elapsed=614s
progress: nodes=150,000,000 tested=7,788 found=0 n=881229892114944580181805 elapsed=662s
progress: nodes=160,000,000 tested=7,788 found=0 n=943064263674778618288305 elapsed=710s
progress: nodes=170,000,000 tested=7,788 found=0 n=3613213856563035562305 elapsed=753s
progress: nodes=180,000,000 tested=7,788 found=0 n=55178350154084530378395 elapsed=780s
progress: nodes=190,000,000 tested=7,788 found=0 n=110180343257010789572745 elapsed=820s
progress: nodes=200,000,000 tested=7,788 found=0 n=166677181516676685065445 elapsed=863s
progress: nodes=210,000,000 tested=7,788 found=0 n=224156145903574096118205 elapsed=907s
progress: nodes=220,000,000 tested=7,788 found=0 n=282371075903735898545115 elapsed=952s
progress: nodes=230,000,000 tested=7,789 found=0 n=341178738129521615979045 elapsed=998s
progress: nodes=240,000,000 tested=7,789 found=0 n=400475541168103233319695 elapsed=1043s
progress: nodes=250,000,000 tested=7,789 found=0 n=460189983276598461568695 elapsed=1088s
progress: nodes=260,000,000 tested=7,789 found=0 n=520275056017385034426645 elapsed=1133s
progress: nodes=270,000,000 tested=7,789 found=0 n=580688668141611435751995 elapsed=1179s
progress: nodes=280,000,000 tested=7,789 found=0 n=641396872688501586023055 elapsed=1227s
progress: nodes=290,000,000 tested=7,789 found=0 n=45165811318184030747715 elapsed=1252s
progress: nodes=300,000,000 tested=7,789 found=0 n=99781491421189696351545 elapsed=1293s
progress: nodes=310,000,000 tested=7,789 found=0 n=156053571003423789276555 elapsed=1336s
progress: nodes=320,000,000 tested=7,789 found=0 n=213377866542345350944215 elapsed=1378s
progress: nodes=330,000,000 tested=7,789 found=0 n=271470773147858649537705 elapsed=1421s
progress: nodes=340,000,000 tested=7,789 found=0 n=330178569962422661758395 elapsed=1465s
progress: nodes=350,000,000 tested=7,789 found=0 n=389394093521805495953895 elapsed=1511s
progress: nodes=360,000,000 tested=7,789 found=0 n=449038305397456217291745 elapsed=1558s
progress: nodes=370,000,000 tested=7,789 found=0 n=28419942327200785798515 elapsed=1585s
progress: nodes=380,000,000 tested=7,789 found=0 n=82218999842953718512365 elapsed=1626s
progress: nodes=390,000,000 tested=7,789 found=0 n=138060999452445327853335 elapsed=1667s
progress: nodes=400,000,000 tested=7,789 found=0 n=195091128516184137396315 elapsed=1710s
progress: nodes=410,000,000 tested=7,789 found=0 n=252969553703663491560255 elapsed=1753s
progress: nodes=420,000,000 tested=7,789 found=0 n=311491886913449028112365 elapsed=1796s
progress: nodes=430,000,000 tested=7,789 found=0 n=370561564511315257468635 elapsed=1843s
progress: nodes=440,000,000 tested=7,789 found=0 n=26182843678581779081295 elapsed=1870s
progress: nodes=450,000,000 tested=7,789 found=0 n=79849984570191417056085 elapsed=1910s
progress: nodes=460,000,000 tested=7,789 found=0 n=135629740930189886942445 elapsed=1953s
progress: nodes=470,000,000 tested=7,789 found=0 n=192622762074242871454005 elapsed=1996s
progress: nodes=480,000,000 tested=7,789 found=0 n=250468171274482834114845 elapsed=2039s
progress: nodes=490,000,000 tested=7,789 found=0 n=308966404902613382367495 elapsed=2083s
progress: nodes=500,000,000 tested=7,789 found=0 n=3560531554557436111965 elapsed=2124s
progress: nodes=510,000,000 tested=7,789 found=0 n=55126615702406478809085 elapsed=2152s
progress: nodes=520,000,000 tested=7,789 found=0 n=110137909141425676696965 elapsed=2193s
progress: nodes=530,000,000 tested=7,790 found=0 n=166646047021373530124865 elapsed=2237s
progress: nodes=540,000,000 tested=7,790 found=0 n=224136064724306510065095 elapsed=2281s
progress: nodes=550,000,000 tested=7,790 found=0 n=282361274886371445160695 elapsed=2324s
progress: nodes=560,000,000 tested=7,790 found=0 n=33469766300661979765815 elapsed=2349s
progress: nodes=570,000,000 tested=7,790 found=0 n=87549398867213428940145 elapsed=2389s
progress: nodes=580,000,000 tested=7,790 found=0 n=143540344121406840422685 elapsed=2430s
progress: nodes=590,000,000 tested=7,791 found=0 n=200667311160462107955045 elapsed=2475s
progress: nodes=600,000,000 tested=7,791 found=0 n=258619571503476931230795 elapsed=2519s
progress: nodes=610,000,000 tested=7,791 found=0 n=24698433892993639396605 elapsed=2546s
progress: nodes=620,000,000 tested=7,791 found=0 n=78278975842257364363605 elapsed=2586s
progress: nodes=630,000,000 tested=7,791 found=0 n=134022411788354022104145 elapsed=2628s
progress: nodes=640,000,000 tested=7,791 found=0 n=190989214766790088563135 elapsed=2670s
progress: nodes=650,000,000 tested=7,791 found=0 n=248819153871662647200135 elapsed=2713s
progress: nodes=660,000,000 tested=7,791 found=0 n=21757599313967736737505 elapsed=2739s
progress: nodes=670,000,000 tested=7,791 found=0 n=75147743753148781170495 elapsed=2780s
progress: nodes=680,000,000 tested=7,792 found=0 n=130806645682515765309945 elapsed=2822s
progress: nodes=690,000,000 tested=7,792 found=0 n=187717013259708558921165 elapsed=2866s
progress: nodes=700,000,000 tested=7,792 found=0 n=245506189738724817117345 elapsed=2910s
progress: nodes=710,000,000 tested=7,792 found=0 n=44432659014719009935095 elapsed=2935s
progress: nodes=720,000,000 tested=7,792 found=0 n=99029520938832589115595 elapsed=2975s
progress: nodes=730,000,000 tested=7,792 found=0 n=155298842688087818190315 elapsed=3016s
progress: nodes=740,000,000 tested=7,792 found=0 n=212621924411031300942465 elapsed=3059s
